RMS,Mean,MA1,MA2,MA3,F1,F2,F3
26.879889167678254,261.08825,62655934.0,2427300.068180482,2118680.532542748,0.0,22.400000000000002,21.6
30.972487253474924,273.85816666666665,65725960.0,4425843.811405199,2263740.740668942,0.0,22.0,21.6
27.715081559204066,260.4817958333333,62019637.0,6534453.476720619,5253812.55359433,0.0,22.400000000000002,188.4
26.380201145935185,255.40984583333332,61229117.0,5131347.45513592,2099843.404628717,0.0,22.0,184.0
24.06135456148164,256.2241583333333,61477272.0,7260453.525619311,5876396.080529964,0.0,22.400000000000002,22.0
34.24389355539661,252.6591625,60623243.0,7690397.003009855,4893361.13112892,0.0,22.400000000000002,166.4
36.10313952183845,249.58735,59873264.0,5468447.871790432,4633662.548763915,0.0,22.0,166.0
32.6208352386426,242.54729166666667,58163132.0,4798412.491297706,3833265.5449446416,0.0,161.20000000000002,160.8
23.11499333044824,258.506975,61894596.0,4799740.592186117,4631638.2340362705,0.0,22.0,310.40000000000003
7.421025872478817,260.05474166666664,62400844.0,3759369.825911046,2821604.6607999704,0.0,22.0,21.6
16.082603049050654,255.5330875,61276371.0,3969076.9414599068,3588377.3206251804,0.0,294.40000000000003,294.8
34.69407814502834,250.32704166666667,59833072.0,4027008.601355192,3950414.1701442963,0.0,292.8,96.80000000000001
19.468436313684773,263.9578375,63344143.0,7082441.4458800815,3393737.188843231,0.0,22.0,96.4
22.937273341296113,260.30948333333333,61426978.0,5524806.340467405,3514515.2359512765,0.0,22.0,22.400000000000002
22.71607901538761,266.90947083333333,64043735.0,5627235.469108773,1819146.0358398263,0.0,22.0,97.60000000000001
16.733130435356877,262.9015375,62675937.0,4198105.360422885,1744820.6412705544,0.0,22.0,22.400000000000002
19.9767766210334,270.80044583333336,63941049.0,5908259.909686634,5831743.968260973,0.0,94.0,93.60000000000001
17.41794991285331,286.1919541666667,61643801.0,5945571.386005788,5422673.7778878035,0.0,13.600000000000001,140.0
41.53353203537274,242.03443333333334,57683928.0,1528045.559786467,1384802.053037533,0.0,96.4,97.2
16.607966461912188,1004.65325,60654902.0,46302263.12429394,46130133.34750925,0.0,300.40000000000003,300.8
15.772770708830244,323.43365416666666,63700261.0,9987158.853397373,9775272.072945476,0.0,525.2,524.8000000000001
43.94096887681624,241.52129583333334,57964985.0,2079651.0219917425,1901495.6529115986,0.0,94.80000000000001,96.4
10.538190665384642,249.6946875,59909747.0,1738772.8344480682,1577825.7610102484,0.0,168.4,30.0
18.20425591265222,274.93066666666664,60438618.0,5215835.414009422,4409656.495993637,0.0,165.60000000000002,139.6
23.746535712253554,260.7380333333333,62577102.0,1215872.3981508384,1031890.6244313122,0.0,22.8,97.2
0.7318583651681975,262.69475,63046740.0,1424721.312036352,1218826.5155716345,0.0,96.4,22.8
31.75063739517681,255.82293333333334,61389824.0,1766145.0713316107,1663359.6874579461,0.0,23.200000000000003,22.8
39.956983536464975,243.51725833333333,58398166.0,2075045.3492032469,1747732.3969578603,0.0,96.4,68.8
30.223507820899943,259.3593833333333,62236228.0,1712712.5096283385,1410081.340054464,0.0,97.2,96.80000000000001
14.068117026335353,254.482525,61018590.0,2361352.2015802194,2000420.5536873904,0.0,68.4,68.0
33.41242246530473,254.44035,60929830.0,1706859.9529133572,1407502.3786703013,0.0,96.4,70.4
31.13026702423222,250.90590833333334,60188620.0,3016843.8583734264,2563202.565628351,0.0,95.2,94.80000000000001
19.731517089840473,269.7157583333333,62826516.0,2655558.652064136,2067766.5323218754,0.0,139.20000000000002,310.0
34.89707097307738,245.6389875,58352147.0,4585223.624619443,4565868.793981902,0.0,96.80000000000001,97.2
22.998613454583154,276.6097625,62501137.0,6489169.077700527,6088183.657990185,0.0,521.6,521.2
26.4968895973345,257.4907166666667,61039930.0,4377494.08173579,2938323.9327112427,0.0,96.0,95.60000000000001
28.088654663997943,264.3150375,60782703.0,2883486.847862174,2683020.2564405086,0.0,140.8,137.20000000000002
50.86363648685244,245.21091666666666,58260828.0,2446416.2198851556,2443163.8848907696,0.0,139.6,139.20000000000002
33.04440661191139,245.73181666666667,58972684.0,1540890.215280701,1521468.434528883,0.0,96.4,138.0
39.292167741591115,252.5478875,60218119.0,1202596.729783885,1153299.4652775438,0.0,97.2,97.60000000000001
44.150413125662446,250.82375416666667,60070199.0,1810309.0524850043,1102229.9103330865,0.0,97.2,139.6
50.37646279927429,245.69650416666667,58967161.0,1220752.6488913274,1198320.2423830798,0.0,96.80000000000001,81.60000000000001
21.261715300041057,264.9612625,63330299.0,2517596.907228513,2319302.5018138955,0.0,96.0,138.4
30.45525201012134,254.50186666666667,61080448.0,2237369.8990818183,1776317.5733577074,0.0,97.60000000000001,97.2
16.52854903896084,295.86405,61116718.0,2793193.8258618475,2645970.2766085295,0.0,652.4000000000001,1148.8
22.597776162711234,262.6038875,59794155.0,3399394.9500174755,3379657.290033307,0.0,139.20000000000002,138.8
